,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2020-07-04,0.002314999932423234,0.0023399998899549246,0.00228899996727705,0.0023089998867362738,109218071,225.28848266601562,230.05413818359375,225.13331604003906,229.07411193847656,5228310135,9084.2333984375,9183.2958984375,9053.6298828125,9132.48828125,12290528515
2020-07-05,0.0023070001043379307,0.0023270000237971544,0.0022770001087337732,0.0023089998867362738,110140542,228.9761962890625,229.85671997070312,224.54449462890625,227.6645965576172,5292172429,9126.0908203125,9162.18359375,8977.015625,9073.9423828125,12903406143
2020-07-06,0.0023089998867362738,0.002623999956995249,0.002302000066265464,0.002615999896079302,132105139,227.6850128173828,242.13270568847656,227.02952575683594,241.51022338867188,8782917553,9072.849609375,9375.474609375,9058.6640625,9375.474609375,17889263252
2020-07-07,0.0026140001136809587,0.003258999902755022,0.0026000000070780516,0.0030900000128895044,283970310,240.97259521484375,242.68185424804688,234.21865844726562,239.07553100585938,6441497597,9349.1611328125,9360.6171875,9201.8154296875,9252.27734375,13839652595
2020-07-08,0.003097000066190958,0.005419999826699495,0.0030610000248998404,0.004749999847263098,1226813925,239.15997314453125,248.30886840820312,238.39837646484375,246.67001342773438,9892586411,9253.0205078125,9450.3359375,9249.5,9428.3330078125,19702359883
2020-07-09,0.004732000175863504,0.005013999994844198,0.004147999919950962,0.004397000186145306,511315527,246.748291015625,247.2916717529297,239.89865112304688,243.01596069335938,8429099199,9427.994140625,9431.37890625,9234.9990234375,9277.9677734375,18000702524
2020-07-10,0.004393999930471182,0.004393999930471182,0.003438000101596117,0.0035149999894201756,225424869,242.86801147460938,242.8837890625,236.73052978515625,240.9849853515625,7281370522,9273.357421875,9287.4716796875,9118.001953125,9278.8076171875,16860035605
2020-07-11,0.0035280000884085894,0.003920000046491623,0.0034759999252855778,0.0038109999150037766,155299369,241.04478454589844,241.52748107910156,238.33123779296875,239.4581756591797,5643067316,9277.51171875,9293.5322265625,9199.4853515625,9240.3466796875,13249910444
2020-07-12,0.0038109999150037766,0.003843999933451414,0.0036140000447630882,0.0036299999337643385,87562043,239.4596405029297,243.31114196777344,237.7702178955078,242.13169860839844,6596394718,9241.0546875,9319.4189453125,9197.4501953125,9276.5,14452361907
2020-07-13,0.0036299999337643385,0.0036359999794512987,0.0030590000096708536,0.00317799998447299,143177055,242.18186950683594,244.31051635742188,238.2323760986328,239.60458374023438,7787751468,9277.205078125,9306.4052734375,9224.29296875,9243.6142578125,17519821266
2020-07-14,0.0031689999159425497,0.003369000041857362,0.0030610000248998404,0.0032939999364316463,103213409,239.97561645507812,242.0037841796875,237.7961883544922,240.21148681640625,7357458555,9238.703125,9283.841796875,9171.6611328125,9243.2138671875,18085038362
2020-07-15,0.0032870001159608364,0.0033030000049620867,0.0030739998910576105,0.0030849999748170376,69399827,240.14364624023438,241.40269470214844,237.09617614746094,238.42352294921875,6189328448,9241.8974609375,9275.3251953125,9171.93359375,9192.8369140625,15844731575
2020-07-16,0.003085999982431531,0.0030980000738054514,0.0028929999098181725,0.0029949999880045652,78457844,238.45091247558594,239.00625610351562,231.6211700439453,233.64088439941406,5832057567,9191.98046875,9214.3125,9088.947265625,9132.2275390625,15713967523
2020-07-17,0.0029909999575465918,0.003083999967202544,0.002937000012025237,0.0030610000248998404,74705371,233.69139099121094,234.41506958007812,232.10997009277344,232.77308654785156,5859850529,9131.8125,9182.25390625,9089.2021484375,9151.392578125,13944570749
2020-07-18,0.003060000017285347,0.003628999926149845,0.003031000029295683,0.0034729999024420977,204080851,232.85568237304688,236.54397583007812,232.32489013671875,235.4838104248047,5397402117,9151.18359375,9230.9833984375,9100.82421875,9159.0400390625,12252601475
2020-07-19,0.003464000066742301,0.0037529999390244484,0.0033289999701082706,0.003381999908015132,116746163,235.4582977294922,239.1606903076172,233.2797393798828,238.48751831054688,6251377305,9158.005859375,9201.3984375,9097.6328125,9185.8173828125,12939002784
2020-07-20,0.0033829999156296253,0.00343300006352365,0.003166999900713563,0.0032389999832957983,81038624,238.494873046875,239.5762481689453,234.85264587402344,236.15316772460938,5600686192,9187.220703125,9214.2705078125,9137.509765625,9164.2314453125,13755604146
2020-07-21,0.0032319999299943447,0.003309000050649047,0.0031870000530034304,0.0033050000201910734,77748189,236.30250549316406,246.18626403808594,235.68096923828125,245.0167236328125,6806696015,9162.5146484375,9407.2626953125,9149.3896484375,9374.8876953125,18069581956
2020-07-22,0.0033019999973475933,0.00330400001257658,0.0032210000790655613,0.0032850001007318497,54443238,245.03726196289062,262.98504638671875,242.48434448242188,262.1906433105469,7702077383,9375.080078125,9530.5185546875,9319.6533203125,9525.36328125,16532254884
2020-07-23,0.003283000085502863,0.0033209999091923237,0.0032649999484419823,0.0032949999440461397,58737115,262.3886413574219,277.5834655761719,261.0470886230469,274.6890563964844,10281309262,9527.1416015625,9610.2470703125,9483.00390625,9581.072265625,18146399002
2020-07-24,0.0032949999440461397,0.0033229999244213104,0.0031769999768584967,0.003220000071451068,58910215,274.7226867675781,286.1928405761719,269.2397766113281,279.2154235839844,9466060358,9585.5146484375,9623.3369140625,9481.4541015625,9536.892578125,16552768325
2020-07-25,0.0032190000638365746,0.0032949999440461397,0.003189000068232417,0.0032339999452233315,63203396,279.0263671875,306.7409973144531,279.0263671875,304.0567626953125,10785021813,9539.4853515625,9704.556640625,9530.2119140625,9677.11328125,16610070933
2020-07-26,0.003237999975681305,0.003269999986514449,0.0031840000301599503,0.003234999952837825,62592233,303.6923828125,316.3863220214844,300.267822265625,309.64361572265625,12003973026,9680.234375,10023.8076171875,9652.84765625,9905.1669921875,20507998997
2020-07-27,0.0032339999452233315,0.0032430000137537718,0.0030400000978261232,0.0031530000269412994,83138808,309.6579284667969,330.7012023925781,309.6579284667969,321.51409912109375,15644257058,9905.2177734375,11298.2216796875,9903.9697265625,10990.873046875,35359749590
2020-07-28,0.003155000042170286,0.0032190000638365746,0.0031320000998675823,0.0031969998963177204,63084930,321.8297424316406,325.9059753417969,307.7213439941406,316.6572570800781,12357108065,11017.4638671875,11204.3271484375,10632.6318359375,10912.8232421875,28766551142
2020-07-29,0.003197999903932214,0.003261999925598502,0.00317499996162951,0.003192000091075897,55817191,316.55535888671875,324.38079833984375,313.1095886230469,318.1908874511719,10878845706,10912.953125,11304.3974609375,10856.1416015625,11100.4677734375,24617249715
2020-07-30,0.003192000091075897,0.003244000021368265,0.003163000103086233,0.0032309999223798513,53506822,318.1449890136719,338.6311950683594,315.7510986328125,334.5866394042969,11827689045,11099.8330078125,11169.3564453125,10895.455078125,11111.2138671875,22857247901
2020-07-31,0.0032289999071508646,0.0032399999909102917,0.00318100000731647,0.0032250001095235348,54497306,334.63372802734375,348.6113586425781,329.3409423828125,345.5546569824219,12030600492,11110.2109375,11415.8642578125,10987.0537109375,11323.466796875,23160469766
2020-08-01,0.0032250001095235348,0.003797000041231513,0.0032029999420046806,0.00368899991735816,150687884,345.7986145019531,388.84796142578125,343.5874328613281,385.19970703125,14045259477,11322.5703125,11794.775390625,11239.6826171875,11759.5927734375,26075670303
2020-08-02,0.0036959999706596136,0.0037360000424087048,0.0032659999560564756,0.0033360000234097242,101249531,385.54986572265625,411.2283020019531,357.1436462402344,370.6717224121094,18909744275,11758.7646484375,12034.14453125,11018.1298828125,11053.6142578125,27410067336
2020-08-03,0.0033360000234097242,0.0034409998916089535,0.0033080000430345535,0.0033889999613165855,66931510,371.13385009765625,396.5069885253906,369.3363342285156,386.295166015625,12834648062,11043.7685546875,11453.0791015625,11012.4150390625,11246.3486328125,20271713443
2020-08-04,0.0033889999613165855,0.003561000106856227,0.0033760000951588154,0.0035349999088793993,74386428,386.1564636230469,400.70062255859375,382.985107421875,389.87548828125,14086704221,11246.203125,11385.3818359375,11094.1455078125,11205.892578125,21250197042
2020-08-05,0.0035429999697953463,0.003576999995857477,0.003484999993816018,0.003512999974191189,66465690,389.7108154296875,406.303955078125,386.2184753417969,401.590576171875,12875466638,11203.8232421875,11786.6171875,11158.28515625,11747.0224609375,24411254471
2020-08-06,0.0035170000046491623,0.0036359999794512987,0.003461000043898821,0.0035600000992417336,62944678,401.5838623046875,403.4886779785156,392.6001892089844,394.9619445800781,11304626458,11749.87109375,11902.3359375,11598.7138671875,11779.7734375,23400740340
2020-08-07,0.00356299988925457,0.003611000021919608,0.003425000002607703,0.0035329998936504126,68990009,395.22686767578125,398.2490234375,367.9355163574219,379.5128479003906,12751687084,11778.89453125,11898.0380859375,11408.59375,11601.47265625,23132312867
2020-08-08,0.003533999901264906,0.0035359999164938927,0.003452999982982874,0.0035099999513477087,62509900,379.55157470703125,393.98736572265625,377.3497314453125,393.98736572265625,9342060531,11604.5537109375,11800.064453125,11558.431640625,11754.0458984375,17572057837
2020-08-09,0.003507999936118722,0.0035329998936504126,0.00343000004068017,0.0034630000591278076,57020040,395.30523681640625,399.7370910644531,385.8307189941406,391.1204528808594,9451065592,11737.3251953125,11806.056640625,11548.7841796875,11675.7392578125,17489608833
2020-08-10,0.0034680000972002745,0.0035570000763982534,0.0034539999905973673,0.0034990001004189253,68038181,391.04150390625,399.3759460449219,391.04150390625,395.8875732421875,11685827893,11662.2568359375,12045.140625,11662.2568359375,11878.111328125,26114112569
2020-08-11,0.003495000069960952,0.003570999950170517,0.003346000099554658,0.0033939999993890524,78539442,395.89471435546875,398.4789123535156,370.8606262207031,380.3840637207031,12792218737,11881.6474609375,11932.7109375,11195.708984375,11410.525390625,27039782640
2020-08-12,0.0033970000222325325,0.003533999901264906,0.003341000061482191,0.0034839999862015247,70865885,380.0638122558594,391.31231689453125,367.9236145019531,391.024169921875,12408772745,11404.5966796875,11748.396484375,11249.60546875,11584.9345703125,25064548486
2020-08-13,0.0034829999785870314,0.0035490000154823065,0.0033650000113993883,0.0035170000046491623,73302994,390.8381042480469,432.90460205078125,379.71087646484375,428.7417907714844,18480303526,11588.4052734375,11796.396484375,11216.8720703125,11784.1376953125,27522199497
2020-08-14,0.003513999981805682,0.003579000011086464,0.0034759999252855778,0.003561000106856227,61334640,428.6772766113281,444.5777587890625,423.3458557128906,437.3978271484375,15064589987,11772.6591796875,12150.994140625,11685.455078125,11768.87109375,24237958589
2020-08-15,0.00356299988925457,0.0036069999914616346,0.0035000001080334187,0.0035389999393373728,64309678,437.56298828125,441.7546081542969,429.8746032714844,433.35491943359375,12416067894,11768.697265625,11963.203125,11768.697265625,11865.6982421875,23354924400
2020-08-16,0.003539999946951866,0.0035520000383257866,0.003469000104814768,0.003524000057950616,52637926,433.3505859375,436.2658386230469,415.08624267578125,433.78662109375,12168816874,11866.685546875,11934.9013671875,11737.1884765625,11892.8037109375,20583375490
2020-08-17,0.003524000057950616,0.003717999905347824,0.0035000001080334187,0.0035910001024603844,77628715,433.9737548828125,442.7349853515625,422.64727783203125,429.53125,13227089410,11895.658203125,12359.056640625,11806.6962890625,12254.40234375,28227687027
2020-08-18,0.0035929998848587275,0.0037090000696480274,0.0034829999785870314,0.003513999981805682,62570291,429.66961669921875,432.5802917480469,419.6741027832031,423.6693115234375,11978984079,12251.8955078125,12335.70703125,11954.525390625,11991.2333984375,26043227672
2020-08-19,0.003507999936118722,0.0035379999317228794,0.0033680000342428684,0.00342399999499321,53306857,423.73858642578125,427.024658203125,396.6783447265625,406.4637756347656,13137391167,11990.884765625,12028.923828125,11687.3330078125,11758.283203125,24502851117
2020-08-20,0.00342399999499321,0.0034990001004189253,0.003389999968931079,0.003459000028669834,43536656,406.7589111328125,418.73443603515625,404.0260925292969,416.4397888183594,10043032427,11761.5,11900.4111328125,11710.0634765625,11878.3720703125,20175242945
2020-08-21,0.0034570000134408474,0.0035540000535547733,0.0033889999613165855,0.003392999991774559,60621268,416.1487731933594,418.6379699707031,387.4411315917969,389.1263427734375,11781796374,11878.0263671875,11899.259765625,11564.9794921875,11592.4892578125,23762425999
2020-08-22,0.0033919999841600657,0.0034469999372959137,0.0033539999276399612,0.003441999899223447,44884852,389.0310974121094,396.4665832519531,382.81463623046875,395.83514404296875,10131847985,11585.4775390625,11689.4072265625,11448.8056640625,11681.8251953125,20224191306
2020-08-23,0.003438000101596117,0.003452999982982874,0.003387999953702092,0.003413999918848276,39485548,395.5628356933594,396.49041748046875,385.039794921875,391.3844909667969,8137303970,11679.6962890625,11713.4296875,11559.9208984375,11664.84765625,18482062658
2020-08-24,0.0034099998883903027,0.0034650000743567944,0.0033859999384731054,0.0034179999493062496,46470522,391.6789855957031,409.3885803222656,389.3146057128906,408.1441955566406,10328860398,11663.689453125,11807.6318359375,11623.25,11774.595703125,20681511755
2020-08-25,0.0034179999493062496,0.0034340000711381435,0.0032389999832957983,0.0033050000201910734,76826314,408.0716857910156,408.5279235839844,374.3553771972656,384.00103759765625,12428442042,11773.5888671875,11778.2998046875,11189.8505859375,11366.134765625,26301509932
2020-08-26,0.0033009999897331,0.0033450000919401646,0.0032510000746697187,0.0033030000049620867,80416711,383.9774475097656,391.8732604980469,378.7058410644531,386.46612548828125,9967343483,11366.89453125,11530.052734375,11296.9931640625,11488.36328125,22466660958
2020-08-27,0.0032999999821186066,0.0033140000887215137,0.0031649998854845762,0.0032029999420046806,89847093,386.60986328125,395.34918212890625,374.8664855957031,382.63262939453125,10457777652,11485.6083984375,11570.7861328125,11185.94140625,11323.3974609375,23240415076
2020-08-28,0.0032029999420046806,0.0032709999941289425,0.0031820000149309635,0.0032679999712854624,64056957,382.62957763671875,397.75762939453125,381.2738342285156,395.8746643066406,9120674421,11325.2958984375,11545.615234375,11316.4228515625,11542.5,19807127588
2020-08-29,0.003266999963670969,0.0033009999897331,0.0032420000061392784,0.0032820000778883696,78149363,395.6875915527344,405.6163635253906,393.03741455078125,399.9214782714844,8777703481,11541.0546875,11585.640625,11466.29296875,11506.865234375,17485597759
2020-08-30,0.0032840000931173563,0.003344000084325671,0.0032740000169724226,0.0032999999821186066,79325829,399.61669921875,428.6639709472656,399.6083679199219,428.3957214355469,11211948040,11508.7138671875,11715.2646484375,11492.3818359375,11711.505859375,19760127945
2020-08-31,0.0033009999897331,0.0033080000430345535,0.003203999949619174,0.0032210000790655613,85369757,428.5090026855469,438.5603332519531,419.7701721191406,435.0797424316406,12774741797,11713.306640625,11768.876953125,11598.318359375,11680.8203125,22285928250
2020-09-01,0.003220000071451068,0.003281000070273876,0.003194000106304884,0.0032560001127421856,81863764,434.87445068359375,487.2118835449219,432.0791931152344,477.0519104003906,18862763756,11679.31640625,12067.0810546875,11601.12890625,11970.478515625,27311555343
2020-09-02,0.0032579998951405287,0.0032659999560564756,0.003065000055357814,0.0031220000237226486,56647412,477.00787353515625,480.33099365234375,424.46002197265625,440.0404968261719,19691854014,11964.8232421875,11964.8232421875,11290.7939453125,11414.0341796875,28037405299
2020-09-03,0.0031220000237226486,0.003134000115096569,0.00279000005684793,0.0028019999153912067,59904548,440.239990234375,449.532470703125,381.12969970703125,385.67193603515625,19622845896,11407.19140625,11443.0224609375,10182.46484375,10245.296875,31927261555
2020-09-04,0.0027989998925477266,0.002957999939098954,0.002753000007942319,0.0028989999555051327,53434717,384.671630859375,402.4117431640625,371.6366882324219,388.24114990234375,16747106257,10230.365234375,10663.919921875,10207.9404296875,10511.8134765625,29965130374
2020-09-05,0.002899999963119626,0.002933999989181757,0.0027199999894946814,0.0027580000460147858,62295889,388.03839111328125,394.1722717285156,316.77435302734375,335.26007080078125,29880047640,10512.5302734375,10581.5712890625,9946.67578125,10169.5673828125,44916565292
2020-09-06,0.0027580000460147858,0.002814000006765127,0.002704000100493431,0.00278700003400445,89557154,335.3345642089844,359.7640380859375,319.0419006347656,353.3622741699219,27643678917,10167.216796875,10353.927734375,10056.8857421875,10280.3515625,37071460174
2020-09-07,0.00278700003400445,0.002831999910995364,0.002707999898120761,0.002810999983921647,102610335,353.45025634765625,358.2118835449219,326.2543640136719,352.6734924316406,21763614732,10280.998046875,10399.1533203125,9916.4931640625,10369.5634765625,33703098409
2020-09-08,0.0028200000524520874,0.002833999926224351,0.0027000000700354576,0.002756000030785799,57144396,353.2022705078125,355.5628662109375,328.8167724609375,337.60211181640625,17991403432,10369.306640625,10414.775390625,9945.1103515625,10131.5166015625,33430927462
2020-09-09,0.0027580000460147858,0.0028069999534636736,0.002704000100493431,0.002778999973088503,77050464,337.8249206542969,359.16448974609375,332.1650085449219,351.1100158691406,14547933520,10134.1513671875,10350.54296875,10017.2509765625,10242.34765625,24128292755
2020-09-10,0.0027920000720769167,0.0028589998837560415,0.0027520000003278255,0.002804999938234687,104276032,351.4293212890625,377.3935852050781,351.11175537109375,368.1018981933594,31421134556,10242.330078125,10503.912109375,10238.1357421875,10363.138671875,54406443211
2020-09-11,0.002804999938234687,0.0028250000905245543,0.002741999924182892,0.0028059999458491802,134077501,368.1184997558594,376.6304016113281,355.58258056640625,374.6955871582031,27296269329,10369.0283203125,10434.9228515625,10140.8369140625,10400.9150390625,45201121775
2020-09-12,0.0028019999153912067,0.002830999903380871,0.0027809999883174896,0.002819000044837594,117125272,374.59539794921875,387.5384521484375,367.8421936035156,387.18310546875,13295405814,10409.861328125,10578.837890625,10292.38671875,10442.1708984375,36750077324
2020-09-13,0.002819000044837594,0.002824000082910061,0.0027459999546408653,0.0027759999502450228,124253232,387.519287109375,388.9598083496094,354.3401794433594,365.57000732421875,15005899191,10452.3994140625,10577.21484375,10224.330078125,10323.755859375,36506852789
2020-09-14,0.0027759999502450228,0.0028429999947547913,0.002741999924182892,0.0028029999230057,128520946,365.6995849609375,384.4851989746094,357.56976318359375,377.26885986328125,17536695361,10328.734375,10800.0107421875,10266.0087890625,10680.837890625,35453581940
2020-09-15,0.0027989998925477266,0.0028780000284314156,0.002785000018775463,0.002831999910995364,100194174,377.1540222167969,381.50830078125,363.6068115234375,364.8392028808594,16140584321,10677.7548828125,10938.6318359375,10656.4599609375,10796.951171875,32509451925
2020-09-16,0.002830999903380871,0.0028589998837560415,0.0027910000644624233,0.0028260000981390476,148555505,364.7439880371094,372.7674255371094,356.6827392578125,365.8122863769531,16107612177,10797.76171875,11100.1240234375,10704.884765625,10974.9052734375,30769986455
2020-09-17,0.002824000082910061,0.0028589998837560415,0.0027809999883174896,0.002814000006765127,161305349,365.86578369140625,393.901611328125,364.7951354980469,389.01922607421875,19899531080,10973.251953125,11037.4208984375,10774.6279296875,10948.990234375,38151810523
2020-09-18,0.002814000006765127,0.0028250000905245543,0.0027489999774843454,0.0028039999306201935,147868185,389.3374938964844,391.9041442871094,376.9649963378906,384.3645324707031,14108357740,10951.8203125,11034.908203125,10829.6572265625,10944.5859375,26341903912
2020-09-19,0.00279600010253489,0.002814000006765127,0.0027729999274015427,0.0027940000873059034,147046520,384.0416564941406,387.07635498046875,378.72406005859375,385.54437255859375,11049507684,10933.7529296875,11134.0927734375,10909.6181640625,11094.3466796875,22764204008
2020-09-20,0.0027940000873059034,0.0028059999458491802,0.002722000004723668,0.0027779999654740095,145951917,385.5979919433594,385.5979919433594,367.0943603515625,371.0528259277344,12292195784,11095.8701171875,11095.8701171875,10814.4775390625,10938.271484375,24699523788
2020-09-21,0.0027779999654740095,0.0028019999153912067,0.002615999896079302,0.002630000002682209,78753428,371.400146484375,375.7370300292969,336.0689697265625,341.78607177734375,17398267133,10934.92578125,10988.3046875,10380.2607421875,10462.259765625,28884999244
2020-09-22,0.002624999964609742,0.002672000089660287,0.002604000037536025,0.002655999967828393,36467574,341.72381591796875,346.600830078125,336.85504150390625,344.503173828125,12732578043,10459.6240234375,10568.0771484375,10382.7265625,10538.4599609375,23621787804
2020-09-23,0.002655999967828393,0.002675000112503767,0.002558999927714467,0.002563999965786934,29993627,344.62249755859375,345.6355895996094,317.69207763671875,320.5855407714844,12047020995,10539.45703125,10637.84765625,10185.7744140625,10225.8642578125,22986733997
2020-09-24,0.002563999965786934,0.0026599999982863665,0.0025579999200999737,0.002644000109285116,30967522,320.6183166503906,351.4646301269531,318.4189758300781,349.3566589355469,13460565701,10227.4794921875,10765.794921875,10215.205078125,10745.548828125,23017536742
2020-09-25,0.002644000109285116,0.002718999981880188,0.0026289999950677156,0.002706000115722418,39515148,349.3631286621094,357.9572448730469,339.3503112792969,352.161865234375,12254269350,10747.47265625,10757.548828125,10594.0478515625,10702.2900390625,21232549821
2020-09-26,0.002707999898120761,0.0027489999774843454,0.0026910000015050173,0.002707999898120761,36770554,352.53125,355.96063232421875,348.129638671875,354.96527099609375,11036752997,10702.2373046875,10778.5,10682.08203125,10754.4375,18105012128
2020-09-27,0.002707999898120761,0.002733000088483095,0.0026829999405890703,0.002701000077649951,24673035,354.58721923828125,362.0513610839844,349.0943908691406,357.3216857910156,11464393949,10752.939453125,10804.732421875,10643.4580078125,10774.4267578125,18016880214
2020-09-28,0.002701000077649951,0.0027389999013394117,0.002650999929755926,0.0026579999830573797,35610656,357.3111572265625,366.8902587890625,354.82513427734375,354.95050048828125,12102509266,10771.6416015625,10949.123046875,10716.6767578125,10721.3271484375,22720365389
